1,8,41,90,198,0,33,0,66,107,8,41,90,8,41,90
1,181,156,99,255,255,255,132,132,123,90,57,8,255,255,255
1,181,156,99,82,173,206,198,0,33,198,0,33,239,189,0
1,206,173,115,82,66,74,82,66,74,24,24,33,239,189,0
1,255,247,148,255,247,148,210,193,66,255,247,148,239,189,0
1,206,173,115,4,4,0,255,255,255,0,107,173,214,0,0
1,206,173,115,239,189,255,255,255,73,165,173,173,239,189,0
1,239,189,0,198,24,0,8,53,136,255,255,255,92,121,21
1,99,0,0,206,173,115,218,243,255,198,170,116,239,189,8
1,73,50,25,140,57,103,214,231,231,239,189,0,72,43,80
1,206,173,115,66,57,66,255,255,255,0,107,173,239,189,0
1,181,156,99,255,255,255,255,255,255,255,255,255,123,123,132
1,198,173,107,239,189,0,239,189,0,189,107,16,107,80,6
1,255,255,255,198,0,41,198,0,41,0,0,0,198,0,41
1,189,173,107,0,0,8,255,255,255,0,107,173,239,189,0
1,189,173,107,255,255,255,255,255,255,255,255,255,239,189,0
1,189,173,107,61,61,61,255,255,255,107,165,16,239,189,0
1,189,173,107,255,255,255,255,255,255,255,255,255,239,189,0
1,189,173,107,0,0,8,255,255,255,0,107,173,239,189,0
1,189,173,107,255,255,255,255,0,0,255,255,255,239,189,0
1,189,173,107,255,255,255,255,255,255,255,255,255,239,189,0
1,189,173,107,0,107,173,255,255,255,255,173,132,181,247,189
1,189,173,107,33,140,8,90,90,74,33,140,8,156,16,8
1,189,173,107,173,181,181,255,255,255,255,255,255,148,99,8
1,189,173,107,255,255,255,255,255,255,255,255,255,239,189,0
0,206,173,115,0,4,0,247,99,16,156,198,16,0,16,99
0,255,198,41,255,255,255,255,255,255,255,0,0,0,0,132
0,239,189,0,255,0,0,156,198,16,156,198,16,0,8,132
0,181,206,90,17,32,8,239,41,33,255,255,247,231,41,33
0,247,198,49,255,0,0,156,198,16,156,198,16,0,8,132
0,214,66,33,214,66,33,173,198,115,173,198,115,0,99,198
0,247,198,49,255,255,255,156,198,16,189,33,8,0,8,132
0,132,0,16,255,0,0,156,198,16,132,165,24,132,165,24
0,247,173,247,255,255,255,0,57,165,8,8,16,173,173,173
0,255,0,0,255,255,255,255,255,255,255,0,0,0,0,132
