1,188,172,106,33,27,32,254,254,254,0,106,172,238,188,0
1,189,173,107,254,254,254,254,254,254,254,254,254,239,189,0
1,189,173,107,254,254,254,254,254,254,254,254,254,239,189,0
1,188,172,106,33,27,32,255,255,255,0,107,173,239,189,0
1,198,181,238,188,0,32,188,0,32,0,106,172,238,188,0
1,189,173,107,33,24,33,255,255,255,0,107,173,238,188,0
1,189,173,107,33,24,33,255,255,255,0,107,173,239,189,0
1,189,173,107,255,255,255,254,254,254,255,255,255,239,189,0
1,188,173,106,33,27,32,255,255,255,0,106,172,239,189,0
1,189,173,107,254,254,254,254,254,254,254,254,254,239,189,0
1,189,173,107,33,24,33,255,255,255,0,107,173,238,188,0
1,189,173,107,33,24,33,255,255,255,0,107,173,239,189,0
1,188,172,106,33,27,32,254,254,254,0,106,172,238,188,0
1,189,173,107,33,24,33,8,107,156,8,107,156,238,189,0
1,189,173,107,239,189,0,239,189,0,82,140,24,239,189,0
1,189,173,107,254,254,254,254,254,254,254,254,254,239,189,0
1,189,173,107,254,254,254,254,254,254,239,0,57,239,189,0
1,189,173,107,33,27,32,255,255,255,0,106,172,238,188,0
1,188,172,106,33,27,32,254,254,254,0,106,172,238,188,0
1,189,173,107,33,27,32,255,255,255,0,106,172,238,188,0
1,188,172,106,33,27,32,0,254,254,0,106,172,238,188,0
1,189,173,108,33,27,35,255,255,255,0,106,171,238,180,0
1,188,172,106,33,27,32,254,254,254,0,106,172,238,188,0
1,189,173,107,33,27,32,255,255,0,0,106,172,238,188,0
1,188,172,106,33,27,32,254,254,254,0,106,172,238,188,0
1,189,173,107,254,254,254,254,254,123,189,239,49,239,189,0
1,189,173,107,254,254,254,239,189,0,214,45,90,239,189,0
1,189,173,107,0,107,173,255,255,255,0,107,173,239,189,0
1,189,173,107,239,189,0,247,0,0,239,189,0,239,189,0
1,188,172,106,33,27,32,254,254,254,0,106,172,238,188,0
1,189,173,107,254,254,254,254,254,254,254,254,254,239,189,0
1,188,172,106,33,27,32,254,66,99,181,247,189,0,255,255
1,188,172,106,33,27,32,0,0,57,0,106,172,238,188,0
1,239,165,90,8,140,189,255,255,255,255,156,24,8,140,181
1,188,172,106,33,27,32,254,254,254,0,106,172,238,188,0
1,188,172,106,33,27,32,254,254,254,66,99,181,238,188,0
1,216,178,101,247,289,0,247,289,0,173,198,82,247,289,0
1,188,172,106,33,27,32,255,255,255,10,115,5,238,188,0
1,189,173,107,239,189,0,239,189,0,82,140,24,115,66,0
1,188,172,106,66,66,66,254,254,254,74,107,173,238,188,0
1,188,172,106,255,0,0,254,254,254,0,106,172,238,188,0
1,206,173,115,48,27,16,255,255,255,66,90,115,90,24,16
1,188,172,106,0,0,0,254,254,254,74,115,173,238,188,0
1,206,173,107,189,189,189,255,255,255,255,255,255,189,0,0
1,189,173,107,254,254,254,254,254,254,254,254,254,239,189,0
1,206,173,107,254,254,254,254,254,254,254,254,254,239,189,0
1,206,173,107,0,0,0,0,66,173,0,66,173,255,198,33
1,188,172,106,33,27,32,254,254,254,0,106,172,24,115,0
1,189,173,107,254,254,254,254,254,254,254,254,254,239,189,0
1,228,206,143,0,0,0,255,41,33,255,41,33,255,41,41
1,188,172,106,0,0,0,254,254,254,74,115,165,238,188,0
1,206,173,115,0,0,0,254,254,254,74,115,165,238,188,0
1,0,16,99,189,148,49,255,255,255,74,115,165,0,16,99
1,188,172,106,156,115,189,254,254,254,0,106,172,247,214,66
1,181,156,99,49,66,33,255,255,255,49,66,33,255,255,255
1,188,172,106,33,27,32,254,254,254,0,106,172,238,188,0
1,181,156,99,239,198,156,255,198,0,239,198,156,255,198,0
1,188,172,106,33,27,32,254,254,254,198,156,107,238,188,0
1,181,156,99,255,255,255,255,198,0,198,156,107,255,198,0
1,188,172,106,0,107,173,254,254,254,0,106,172,238,188,0
1,188,172,106,66,66,66,254,254,254,0,107,173,238,188,0
0,255,198,0,134,188,33,134,188,33,134,188,33,239,160,206
0,255,198,0,255,0,8,156,198,24,156,198,24,239,160,206
0,255,198,0,255,0,8,255,0,0,156,198,24,218,144,73
0,255,198,0,254,254,254,254,254,254,254,254,254,0,66,132
0,255,198,0,254,254,254,254,254,254,254,254,254,0,66,132
0,255,198,0,255,0,0,230,35,17,206,239,41,0,0,132
0,255,198,0,247,173,222,156,198,24,156,198,24,239,160,206
0,255,198,0,255,255,255,255,255,255,255,255,255,0,66,132
0,256,198,0,255,0,9,157,198,24,156,198,24,239,161,207
0,255,198,0,254,254,254,254,254,254,254,254,254,0,66,132
0,255,198,0,255,0,8,156,198,24,156,198,24,239,160,206
0,255,198,0,254,0,8,156,198,24,156,198,24,240,160,206
0,255,198,0,255,0,8,156,198,24,156,198,24,239,160,206
0,256,198,0,255,0,9,156,198,24,157,198,24,239,160,207
0,255,198,0,255,0,8,239,165,198,156,198,24,239,160,206
0,255,198,0,33,24,189,33,24,189,156,198,24,239,160,206
0,255,198,0,255,0,8,156,198,24,156,198,24,239,160,206
0,255,198,0,255,198,0,231,123,165,119,119,164,0,66,132
0,256,198,0,255,0,9,157,198,24,156,198,24,239,161,207
0,255,198,0,255,255,255,255,255,255,255,255,255,0,66,132
0,247,189,0,181,99,49,173,140,123,181,99,49,107,82,148
0,255,198,0,255,255,255,41,49,90,255,255,255,0,66,132
0,255,198,0,214,123,206,214,123,206,156,198,24,239,160,206
0,239,189,0,255,255,255,24,123,115,255,0,0,0,16,107
